"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0079,0.1903,-0.1422,-0.0815,-0.0525,0.4089,0.1827,-0.024,9e-04,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0079,1,-0.195,-0.4093,0.1834,-0.2093,-0.1192,-0.3025,0.3246,0.2631,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1903,-0.195,1,0.2284,-0.048,-0.224,0.0541,0.0931,-0.0253,-0.0235,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1422,-0.4093,0.2284,1,-0.0932,0.2313,-0.2117,-0.0814,-0.3658,-0.2599,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0815,0.1834,-0.048,-0.0932,1,-0.0492,-0.0055,0.063,0.1797,0.0379,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0525,-0.2093,-0.224,0.2313,-0.0492,1,0.2584,0.0084,-0.3352,-0.1796,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.4089,-0.1192,0.0541,-0.2117,-0.0055,0.2584,1,0.1825,-0.2669,-0.3382,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1827,-0.3025,0.0931,-0.0814,0.063,0.0084,0.1825,1,-0.0566,0.0493,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.024,0.3246,-0.0253,-0.3658,0.1797,-0.3352,-0.2669,-0.0566,1,0.4783,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",9e-04,0.2631,-0.0235,-0.2599,0.0379,-0.1796,-0.3382,0.0493,0.4783,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,4.1933,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.9969,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,1.5953,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8711,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8765,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6739,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8213,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7221,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9746
