"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.0178,-0.1131,0.1733,0.1929,-0.184,0.2752,-0.0645,-0.123,-0.0975,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0178,1,0.7384,0.4641,0.6427,-0.3736,-0.1478,-0.3457,0.4149,-0.156,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1131,0.7384,1,0.5211,0.4398,-0.3574,-0.3395,-0.4109,0.473,0.102,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1733,0.4641,0.5211,1,0.2775,-0.2611,-0.2071,-0.1975,0.444,0.1166,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1929,0.6427,0.4398,0.2775,1,-0.411,-0.1661,-0.4557,0.2321,-0.0931,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.184,-0.3736,-0.3574,-0.2611,-0.411,1,0.3174,0.3832,-0.1382,-0.1694,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2752,-0.1478,-0.3395,-0.2071,-0.1661,0.3174,1,0.3688,-0.3187,-0.1907,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0645,-0.3457,-0.4109,-0.1975,-0.4557,0.3832,0.3688,1,-0.1728,0.1818,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.123,0.4149,0.473,0.444,0.2321,-0.1382,-0.3187,-0.1728,1,0.3127,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0975,-0.156,0.102,0.1166,-0.0931,-0.1694,-0.1907,0.1818,0.3127,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.3822,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9014,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5702,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6112,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8544,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7095,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6387,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7786
