"","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","E_Assertlag","E_EnerLevlag","E_Scbltylag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_AesSenslag","O_CrtvImaglag","O_IntCurlag","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","E_Assert","E_EnerLev","E_Scblty","N_Anxty","N_Depr","N_EmoVol","O_AesSens","O_CrtvImag","O_IntCur","cumsumT"
"A_Cmpn",0.0906,0,0,0,0,0,0,0,0,0,0,0,0,0.0894,0,0,0,0,0,0.0886,0,0,0,0,0,0.0908,0,0,0.0914,0,0.0927
"A_Rspct",0,0.0984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1001,0,0,0,0,0,0,0,0,0.1007,0
"A_Trust",0,0,0.1103,0,0,0,0,0,0,0.1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1011,0,0,0,0,0,0,0,0,0,0,0,0,0.1025,0,0,0,0,0,0,0,0,0,0,0.0995,0,0,0
"C_Prdctv",0,0,0,0,0.1052,0,0,0,0.1053,0,0,0,0,0,0,0,0,0,0.1049,0,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0.0959,0,0.0983,0,0.0976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0
"E_Assert",0,0,0,0,0,0,0.0962,0,0,0,0,0,0,0,0,0.1028,0,0.0972,0,0,0,0,0,0,0,0.1018,0,0.0974,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1089,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0.0962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1014,0.1013,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0.0988,0,0,0,0,0.0956,0,0,0,0,0,0,0.0922,0,0,0,0.0923,0,0.0904,0,0,0.0895
"N_Depr",0,0,0,0,0,0,0,0,0,0.1079,0.1075,0,0,0,0,0,0,0,0,0.0995,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0.0874,0,0,0,0,0.0911,0,0,0,0,0,0.0915,0,0,0.0895,0,0,0.0963,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.1079,0,0.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1012,0,0,0,0,0,0,0,0,0.1015,0,0,0,0,0,0,0.0998,0.1038
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
