"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.6029,-0.2037,-0.3719,-0.0608,-0.2452,-0.2576,0.2385,-0.045,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.6029,1,-0.3019,-0.2268,0.4528,-0.4061,-0.0952,0.1137,0.0458,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.2037,-0.3019,1,0.5075,-0.1798,0.0596,0.0531,-0.1423,0.2626,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.3719,-0.2268,0.5075,1,0.1392,0.0438,0.4598,-0.208,0.4006,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0608,0.4528,-0.1798,0.1392,1,-0.1385,0.2986,-0.3207,0.156,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.2452,-0.4061,0.0596,0.0438,-0.1385,1,-0.1449,0.0017,-0.0344,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2576,-0.0952,0.0531,0.4598,0.2986,-0.1449,1,-0.2513,0.2113,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.2385,0.1137,-0.1423,-0.208,-0.3207,0.0017,-0.2513,1,0.4952,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.045,0.0458,0.2626,0.4006,0.156,-0.0344,0.2113,0.4952,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.3446,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.7459,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.3251,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8107,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7299,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4116
