"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,0.5363,0.1993,0.1306,-0.0041,-0.3468,-0.2793,0.3309,0.3708,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.5363,1,0.0342,0.118,-0.2535,-0.5495,-0.2288,0.6469,0.6053,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1993,0.0342,1,-0.0264,0.3593,0.4878,-0.2519,0.1206,0.0852,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1306,0.118,-0.0264,1,-0.0125,-0.2129,-0.2501,0.0978,-0.1067,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0041,-0.2535,0.3593,-0.0125,1,0.4648,-0.2001,-0.0992,-0.3602,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3468,-0.5495,0.4878,-0.2129,0.4648,1,0.0066,-0.2914,-0.3541,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2793,-0.2288,-0.2519,-0.2501,-0.2001,0.0066,1,0.0401,0.1455,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3309,0.6469,0.1206,0.0978,-0.0992,-0.2914,0.0401,1,0.6113,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.3708,0.6053,0.0852,-0.1067,-0.3602,-0.3541,0.1455,0.6113,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.6266,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.5239,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.981,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,1.3573,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2681,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3523,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8203,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5097,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3743
