"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9116,0.3068,-0.0745,-0.266,-0.1135,0.3693,0.1683,0.5165,-0.1184,0.0538,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3068,0.9985,0.3697,0.2708,0.2236,-0.3478,-0.309,-0.1809,0.2268,0.3109,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0745,0.3697,0.999,0.1571,0.668,-0.3717,-0.0891,-0.2744,0.3816,0.2615,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.266,0.2708,0.1571,0.9981,0.2304,-0.4544,-0.2913,-0.2894,0.1835,0.1225,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.1135,0.2236,0.668,0.2304,0.9996,-0.4435,-0.3419,-0.3565,0.1,0.4956,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.3693,-0.3478,-0.3717,-0.4544,-0.4435,0.903,0.6456,0.5958,-0.3936,-0.2774,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1683,-0.309,-0.0891,-0.2913,-0.3419,0.6456,0.9983,0.3097,-0.1016,-0.5133,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.5165,-0.1809,-0.2744,-0.2894,-0.3565,0.5958,0.3097,0.9997,-0.3814,-0.0635,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1184,0.2268,0.3816,0.1835,0.1,-0.3936,-0.1016,-0.3814,0.9743,0.1613,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0538,0.3109,0.2615,0.1225,0.4956,-0.2774,-0.5133,-0.0635,0.1613,0.9866,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.6245,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8472,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7229,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2926,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6584,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7026
