"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.824,0.3417,-0.0944,-0.1296,-0.437,0.0172,0.0766,0.0622,-0.0333,-0.2573,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.3417,0.9928,0.2022,-0.2339,-0.0452,0.2601,0.1747,0.2806,0.0167,-0.2275,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0944,0.2022,0.9151,-0.6859,0.3508,-0.4915,-0.2708,-0.4743,0.4054,0.5139,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1296,-0.2339,-0.6859,0.9978,-0.1716,0.2993,0.4302,0.6374,-0.357,-0.7246,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.437,-0.0452,0.3508,-0.1716,0.9852,-0.3726,0.2167,-0.3505,0.7183,0.3331,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0172,0.2601,-0.4915,0.2993,-0.3726,0.8841,0.4618,0.6493,-0.5001,-0.3783,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0766,0.1747,-0.2708,0.4302,0.2167,0.4618,0.9372,0.4839,0.1598,-0.4974,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0622,0.2806,-0.4743,0.6374,-0.3505,0.6493,0.4839,0.9786,-0.5979,-0.5104,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0333,0.0167,0.4054,-0.357,0.7183,-0.5001,0.1598,-0.5979,0.9975,0.2823,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.2573,-0.2275,0.5139,-0.7246,0.3331,-0.3783,-0.4974,-0.5104,0.2823,0.9873,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9093,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.2647,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.1936,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9457,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6329,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1963,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
