"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0.1469,0,0,0,0
"E_EnerLev",0,0.1426,0,0,0,0,0,0,0,0.1428,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0.1382,0.1392,0
"A_Rspct",0,0,0,0.1261,0.1319,0,0,0,0,0,0,0.1171,0,0.1338,0.1342,0,0,0
"N_Depr",0,0,0.1435,0.1389,0.1433,0,0,0,0,0,0,0,0,0,0,0.1398,0,0
"N_Anxty",0,0,0,0,0.1511,0.1718,0,0,0.1592,0,0,0,0,0,0,0,0,0
"N_EmoVol",0.1221,0,0,0,0,0,0.1264,0,0,0,0,0,0,0,0.1237,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1564,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1445,0,0,0,0,0,0.1429,0,0,0
