"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",0.1429,0,0,0,0,0,0,0,0,0,0,0,0.1415,0,0,0,0,0.1382
"E_EnerLev",0.1201,0.1217,0,0,0,0,0.1222,0,0,0,0,0,0,0.124,0,0,0,0
"A_Cmpn",0,0,0.1417,0,0,0.1414,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.1383,0.133,0,0.1488,0,0,0.1379,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2599,0,0,0.2298,0,0,0,0,0,0,0,0.4542,0,0
"N_Anxty",0,0,0,0,0,0.1401,0,0,0.1411,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.127,0.1398,0,0,0,0,0,0.1326,0.2102,0,0,0,0.1337
"C_Prdctv",0.1014,0.1052,0,0,0,0,0,0.1022,0,0,0,0,0,0,0,0.1104,0,0.1095
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1419,0,0,0,0,0,0,0,0,0
