"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",0.0924,0,0,0,0,0,0,0,0.0932,0,0,0,0,0,0,0.0924,0,0
"E_EnerLev",0,0.0925,0,0,0,0,0,0,0,0.0926,0,0,0,0,0.0928,0,0,0
"A_Cmpn",0,0,0.0938,0,0,0,0,0,0.0938,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0954,0,0,0,0,0,0,0,0.0968,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.074,0,0,0,0,0,0,0,0.0727,0,0.0734,0,0,0
"N_Anxty",0,0,0,0,0,0.0942,0,0,0,0,0,0.0956,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0.0993,0.0982,0,0,0,0,0,0,0,0.0883,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0931,0,0.0934,0,0,0,0,0,0,0,0.0934
"C_Rspnbl",0,0,0,0,0,0,0,0,0.0991,0,0,0,0,0,0,0.0997,0,0
