"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",0.1206,0,0,0,0,0,0,0,0,0,0.1206,0,0,0,0,0,0,0
"E_EnerLev",0,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0.1484,0,0,0
"A_Cmpn",0,0,0.1503,0,0,0,0,0,0,0,0.1518,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1432,0,0,0,0,0,0.1426,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1271,0.1268,0,0,0,0.1203,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1406,0,0,0,0,0,0,0,0,0,0,0.141,0
"N_EmoVol",0,0,0,0,0,0,0.1477,0,0,0,0,0,0,0,0.1469,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1622,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0.1431,0,0.1447,0,0,0,0,0,0,0,0,0
