"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",0.1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1295,0,0,0,0,0,0,0,0.1294,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1421,0,0,0,0,0,0,0.1423,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1536,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0.1017,0.1014,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1426,0,0.1432,0,0,0.1357,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1591,0,0,0,0,0,0,0,0.1569,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1307,0,0,0.1333,0,0,0,0,0,0
