"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scblty",0.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1422,0,0,0
"E_EnerLev",0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1318
"A_Cmpn",0,0,0.1289,0.1199,0,0.1197,0,0,0,0,0,0,0,0.128,0,0,0,0
"A_Rspct",0.1408,0,0,0.1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.1335,0,0.1319,0,0,0,0,0,0,0,0,0,0,0,0,0.1282
"N_Anxty",0,0,0,0,0,0.1442,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0.1218,0,0.1224,0,0,0,0,0,0,0,0.1198,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1428,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0.1282,0
